,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
102,Data Visualization PowerBI Developer,USD 77K - 105K (Glassdoor est.),"Perform technical risk analysis and reliability assessments. The Artificial Intelligence & Data Engineering team leverages the power of data, analytics,……",4.0,Deloitte,"Mechanicsburg, PA",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
103,Software Engineer 2 (Machine Learning),USD 77K - 127K (Glassdoor est.),"Bachelor’s degree in computer science, software engineering or related field; M.S. preferred. Performs other duties such as data entry, report management and……",2.8,CSAT Solutions,"Houston, TX",1001 to 5000 Employees,--,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD)
104,Senior Data Scientist,-1,Write technical reports and/or journal papers on applications of machine learning to educational assessment. The ability to read and write technical reports and……,4.2,Cambium Learning Group,United States,1001 to 5000 Employees,2004,Company - Private,Primary & Secondary Schools,Education,$500 million to $1 billion (USD)
105,Principal Application Developer,USD 120K - 156K (Glassdoor est.),"Bachelor's degree in Computer Science, Computer Engineering, Information Systems, related Engineering disciplines, or related field of study and six (6) years……",3.9,ADP,"Alpharetta, GA",10000+ Employees,1949,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
106,Principal Data Scientist - BCG X & BCG Fed,USD 253K (Employer est.),"You will collaborate on interdisciplinary teams of BCG X engineers, researchers, technical experts, designers, and BCG consultants to design, build, and deploy……",4.3,Boston Consulting Group,"Boston, MA",10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
107,Manager Data Science,USD 104K - 141K (Glassdoor est.),"Advanced knowledge and demonstrated understanding of applied methodologies including least squares regression, logistic regression, sampling methodologies, time……",3.8,GM Financial,"Fort Worth, TX",5001 to 10000 Employees,1992,Company - Public,Banking & Lending,Financial Services,$5 to $10 billion (USD)
108,Senior Research Data Scientist - Imaging,USD 84K - 125K (Glassdoor est.),"Master's degree in computer science, Clinical Informatics, Public Health Administration, Business Administration, or Engineering, or an MD with experience in……",4.3,Houston Methodist Academic Institute,"Houston, TX",10000+ Employees,1919,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
109,Data Scientist,USD 195K (Employer est.),Demonstrated experience utilizing Sponsor data sets to develop and build out technical analysis and provide technical vulnerability assessment for networks.…,-1,Dezign Concepts LLC,"McLean, VA",1 to 50 Employees,2005,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 million (USD)
110,Senior AI/ML Engineer,USD 73K - 112K (Glassdoor est.),"Bachelor’s Degree in Computer Science, Engineering, Mathematics, Computational Statistics, Data Science or related technical field or equivalent; Master’s……",3.8,CNA Insurance,"Chicago, IL",1001 to 5000 Employees,1897,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
111,VP Data Science,USD 124K - 262K (Employer est.),And we provide institutions and independent advisors with investment and technology solutions to help invest their own clients’ money.…,4.3,Fidelity Investments,"Boston, MA",10000+ Employees,1946,Company - Private,Investment & Asset Management,Financial Services,$10+ billion (USD)
112,Data Scientist,USD 104K - 125K (Employer est.),"Advanced degree in Computer Science, Statistics, Mathematics, or a related field. Devising and utilizing algorithms and models to mine big data stores, perform……",3.6,Commit,Remote,51 to 200 Employees,--,Company - Public,--,--,Unknown / Non-Applicable
113,Polling Data Scientist,USD 80K (Employer est.),We work closely with client teams and data scientists to design and implement survey programs that power our analysis and messaging recommendations.…,4.3,"BlueLabs Analytics, Inc.","Washington, DC",51 to 200 Employees,2013,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
114,Data Scientist 2465,USD 106K - 159K (Glassdoor est.),"The Contractor shall use appropriate tools and computer programming languages, such as Python scripts, to collect and process data from a variety of sources.…",4.4,Quevera LLC,"Fairfax, VA",51 to 200 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
115,ML Ops Engineer - HSS Orthopedic Data Innovation Lab,USD 140K (Employer est.),"ODIL is an applied research lab for interdisciplinary collaboration and solution design, the Lab will focus on advanced applications of analytics, machine……",4.0,Hospital for Special Surgery,"New York, NY",5001 to 10000 Employees,1863,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
116,Principal Data Scientist - BCG X & BCG Fed,USD 253K (Employer est.),"You will collaborate on interdisciplinary teams of BCG X engineers, researchers, technical experts, designers, and BCG consultants to design, build, and deploy……",4.3,Boston Consulting Group,"Pittsburgh, PA",10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
117,GEN AI Data Scientist,USD 70.00 - 76.00 Per Hour (Employer est.),"Must be able to design, and implement state-of-the-art generative models for natural language processing (NLP) tasks such as text generation, text completion,……",-1,Business Integra Inc,"Raritan, NJ",-1,-1,-1,-1,-1,-1
118,"Senior Director, Data Science & AI - Enabling Functions",USD 123K - 179K (Glassdoor est.),"Communicate complex data science concepts and project outcomes to a variety of stakeholders, both technical and non-technical. LLM experience is a plus.…",4.2,Genmab,"Princeton, NJ",1001 to 5000 Employees,1999,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD)
119,Data Scientist II - New College Grad,USD 116K - 160K (Employer est.),"Supports project teams to develop analytical models, algorithms and automated processes, applying SQL understanding and PHP or Python programming, to cleanse,……",4.0,Applied Materials,"Santa Clara, CA",10000+ Employees,1967,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD)
120,Senior Data Scientist,USD 105K - 141K (Glassdoor est.),Perform technical risk analysis and reliability assessments. 6+ years of experience in developing algorithms using data science technologies to build analytical……,4.0,Deloitte,"Gilbert, AZ",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
121,Software Developer - AI Trainer (Contract),USD 40.00 Per Hour (Employer est.),Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule. You can work on your own schedule.…,4.0,DataAnnotation,United States,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
122,Lead Data Scientist,USD 97K - 158K (Glassdoor est.),"Manage use case design and build teams on day-to-day basis, providing guidance and feedback as they develop and operationalize data science models and……",4.7,The Friedkin Group,"Houston, TX",5001 to 10000 Employees,1969,Company - Private,Business Consulting,Management & Consulting,$5 to $10 billion (USD)
123,Data Scientist Senior Technical Specialist,USD 146K - 234K (Employer est.),"Requires strong technical and computational skills - engineering, physics, mathematics, coupled with the ability to code design, develop, and deploy……",3.6,Peraton,"Reston, VA",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
124,Data Scientist,USD 110K - 130K (Employer est.),"3-5 years of experience in data science or related field. Bachelor's degree in Mathematics, Statistics, Computer Science, or related field.…",-1,"InnovaSystems, A Cydecor Company","Arlington, VA",-1,-1,-1,-1,-1,-1
125,Senior Statistical Programmer - Operations,USD 65.00 - 82.00 Per Hour (Employer est.),"They will be strong hands-on contributors to the team, providing support through production of analysis datasets, analysis dataset specifications, tables,……",4.4,Redbock,Remote,51 to 200 Employees,2010,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
